Event/Description,Position,A/C,Dimension,To go,Expected,Planned,Workpackage,W/O-Flags
E190-08-0001/W9525487 /AIRCRAFT WEIGHING AND LONGITUDINAL C.G CALCULATION,,CIE,D,143,04.12.2025,---,0,9525487
REPLACE RT-A1200/D58318495 (HALON PORTABLE EXTINGUISHER),FW1,CIE,D,143,04.12.2025,---,0,
REPLACE RT-A1200/D58293618 (HALON PORTABLE EXTINGUISHER),CRW,CIE,D,143,04.12.2025,---,0,
REPLACE RT-A1200/D58293609 (HALON PORTABLE EXTINGUISHER),FW1,CMB,D,143,04.12.2025,---,0,
IC02/INTERMEDIATE CHECK 2,,CPI,H,1299:37,04.12.2025,---,0,
E190-21-0009/DUAL HEAT EXCHANGERS - PERFORMANCE TEST,,CPI,H,1299:37,04.12.2025,---,0,
E190-21-0004/REPLACE PROGRAM OF THE FORWARD CARGO COMPARTMENT SHUTOFF VALVE FILTER,,CPI,H,1299:37,04.12.2025,---,0,
E190-36-0002/REPLACE PROGRAM OF THE HIGH-STAGE BLEED VALVE FILTERS PN 808574-6,,CPI,H,1299:37,04.12.2025,---,0,
E190-36-0001/REPLACEMENT PROGRAM OF THE CROSS-BLEED VALVE FILTER PN 727604-5 (OEM),,CPI,H,1299:37,04.12.2025,---,0,
E190-38-0002/VACCUM WATER WASTE DRAIN CAP INSPECTION CAMPAIGN,,CPI,H,1299:37,04.12.2025,---,0,
E190-21-0007/FORWARD AND MIDDLE AVIONICS COMPARTMENT FLOW SENSORS CLEANING,,CPI,H,1299:37,04.12.2025,---,0,
E190-34-0001/WEATHER RADAR – ELECTRICAL WIRING INSPECTION(1),,CPI,D,143,04.12.2025,---,0,
GNRL-31-0001/W11464926 /PERIODIC READ OUT OF FDR,,CIE,D,144,05.12.2025,---,0,11464926
GNRL-38-0001/POTABLE WATER SYSTEM. INCORPORATION OF STERILIZATION CONTROL CHART,,CIE,D,144,05.12.2025,---,0,
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",R,CIE,H,1304:53,05.12.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,CIE,H,1301:03,05.12.2025,---,0,
E190-57-0071/LV-CIG - SLAT 2 TRACKS AND RACKS - LH WING - SLAT 2 - TRACK 4 - WEAR D(1),,CIG,C,866,05.12.2025,---,0,
REPLACE 501-1228-04/83531 (FLY-BY-WIRE BATTERY),U,CPI,D,144,05.12.2025,---,0,
FF2500FH/2000FC/12MO/FUERA DE FASE 2500 FH/2000 FC/12 MO,,GIK,H,1304:15,05.12.2025,---,0,
COMP-49-0032/APS2300 - APU FIRST AND SECOND STAGE TURBINE REPLACEMENT PLAN,U,CDZ,AC,1'262,06.12.2025,---,0,
CF34-10E5A1G07/994961 SD(SPECIAL DETAILED INSPECTION) / 72-51-00-001-U,R,CHR,H,1315:26,06.12.2025,---,0,
CF34-10E5A1G07/994961 SD(SPECIAL DETAILED INSPECTION) / 72-40-00-001-U,R,CHR,H,1315:26,06.12.2025,---,0,
FF12MO/FUERA DE FASE 12 MO,,CID,D,145,06.12.2025,---,0,
E190-23-0001/SELCAL CODE VERIFICATION,,CID,D,145,06.12.2025,---,0,
E190-71-0021/RH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CID,D,145,06.12.2025,---,0,
E190-71-0020/LH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CID,D,145,06.12.2025,---,0,
GNRL-31-0001/PERIODIC READ OUT OF FDR,,CID,D,145,06.12.2025,---,0,
GNRL-23-0001/ANNUAL OPERATIONAL TEST OF THE COCKPIT VOICE RECORDER.,,CID,D,145,06.12.2025,---,0,
BA22649-1/49402 FC(FUNCTIONAL CHECK) / 26-25-01-002-U,U,CID,D,145,06.12.2025,---,0,
BA23094-1/102721 FC(FUNCTIONAL CHECK) / 26-25-01-002-U,U,CID,D,145,06.12.2025,---,0,
IC01/INTERMEDIATE CHECK 1(1),,CMB,H,1315:16,06.12.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM(1),,CMB,H,1315:16,06.12.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO(1),,CMB,H,1315:16,06.12.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS(1),,CMB,H,1315:16,06.12.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS(1),,CMB,H,1315:16,06.12.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS(1),,CMB,H,1315:16,06.12.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK(1),,CMB,H,1315:16,06.12.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML(1)",,CMB,H,1315:16,06.12.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST (1),,CMB,H,1315:16,06.12.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,CPI,H,1312:12,06.12.2025,---,0,
GNRL-31-0001/PERIODIC READ OUT OF FDR,,CDY,D,146,07.12.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(3),,CDZ,H,1320:19,07.12.2025,---,0,
REPLACE 90000581-1WTA/SEP18-6723 (NOSE WHEEL TIRE ASSY),002,CEV,C,952,07.12.2025,---,0,
57-40-011-0493-U (0)/W11013125 / WING FIXED LEADING EDGE SKIN - EXTERNAL,,CHS,C,957,07.12.2025,09.11.2025,CHS28955,11013125
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,CID,D,146,07.12.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,CID,H,1317:09,07.12.2025,---,0,
REPLACE 90002317-2WT/FEB08-1541 (MAIN WHEEL TIRE ASSY),R02,CIF,C,951,07.12.2025,---,0,
COMP-71-0015/CF34-10E - FAN BLADE LUBRICATION CONSOLIDATED ON-WING INSPECTION RECOM,R,CIH,C,954,07.12.2025,---,0,
REPLACE 90002317-2WT/JAN08-1527/2902 (MAIN WHEEL TIRE ASSY),R02,CIH,C,955,07.12.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(3),,CMA,H,1321:38,07.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,FPT,D,146,07.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,CDY,D,147,08.12.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(3),,CET,H,1330:05,08.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,CET,D,147,08.12.2025,---,0,
53-10-008-0004-U (0) / FORWARD PASSENGER DOOR CUTOUT STRUCTURE - INTERNAL,,CIG,C,884,08.12.2025,---,0,
53-10-009-0004-U (0) / FORWARD SERVICE DOOR CUTOUT STRUCTURE – INTERNAL,,CIG,C,884,08.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,CHS,D,148,09.12.2025,---,0,
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION(1),,CIE,H,1336:37,09.12.2025,---,0,
E190-54-0021/RH PYLON LOWER LONK LUGS INSPECTION(1),,CIE,H,1336:37,09.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,CIG,D,148,09.12.2025,---,0,
E190-34-0001/WEATHER RADAR – ELECTRICAL WIRING INSPECTION(1),,CKZ,D,148,09.12.2025,---,0,
57-40-005-0545-U (0)/W11010130 / SLAT TRACKS - EXTERNAL,,CMA,C,964,09.12.2025,20.07.2025,CMA28950,11010130
"52-30-005-0421-U (0)/W11010440 / AFT CARGO DOOR LATCH SHAFTS, LATCH PINS AND LATCHFITTINGS - EXTERNAL",,CMA,C,964,09.12.2025,20.07.2025,CMA28950,11010440
53-23-014-0001-U (0)/W11010002 / AFT PASSENGER DOOR CUTOUT STRUCTURE - INTERNAL,,CMA,C,964,09.12.2025,20.07.2025,CMA28950,11010002
"52-30-005-0420-U (0)/W11010384 / FORWARD CARGO DOOR LATCH SHAFTS, LATCH PINS ANDLATCH FITTINGS - EXTERNAL",,CMA,C,964,09.12.2025,20.07.2025,CMA28950,11010384
53-23-016-0001-U (0)/W11010277 / AFT SERVICE DOOR CUTOUT STRUCTURE - INTERNAL,,CMA,C,964,09.12.2025,20.07.2025,CMA28950,11010277
FF12MO/FUERA DE FASE 12 MO,,CDY,D,149,10.12.2025,---,0,
E190-34-0001/WEATHER RADAR – ELECTRICAL WIRING INSPECTION(1),,CHQ,D,149,10.12.2025,---,0,
REPLACE 90002317-2WT/APR10-2803 (MAIN WHEEL TIRE ASSY),L02,CHQ,C,975,10.12.2025,---,0,
"52-30-005-0001-U (0)/W11013221 / FORWARD CARGO DOOR LATCH SHAFTS, LATCH PINS ANDFITTINGS - INTERNAL",,CHS,C,977,10.12.2025,09.11.2025,CHS28955,11013221
"52-30-005-0002-U (0)/W11013030 / AFT CARGO DOOR LATCH SHAFTS, LATCH PINS AND FITTINGS -INTERNAL",,CHS,C,977,10.12.2025,09.11.2025,CHS28955,11013030
REPLACE 90002317-2WT/SEP10-2978 (MAIN WHEEL TIRE ASSY),L01,CIE,C,974,10.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,CMA,D,149,10.12.2025,---,0,
E190-54-0021/RH PYLON LOWER LONK LUGS INSPECTION(1),,CMB,H,1351:17,10.12.2025,---,0,
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION(1),,CMB,H,1351:17,10.12.2025,---,0,
GNRL-23-0001/ANNUAL OPERATIONAL TEST OF THE COCKPIT VOICE RECORDER.,,CDY,D,150,11.12.2025,---,0,
E190-23-0001/SELCAL CODE VERIFICATION,,CDY,D,150,11.12.2025,---,0,
E190-71-0021/RH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CDY,D,150,11.12.2025,---,0,
E190-71-0020/LH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CDY,D,150,11.12.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,CDZ,H,1354:28,11.12.2025,---,0,
REPLACE 90002317-2WT/NOV10-3090 (MAIN WHEEL TIRE ASSY),R01,CIE,C,978,11.12.2025,---,0,
CF34-10E5A1G07/424760 SD(SPECIAL DETAILED INSPECTION) / 72-40-00-001-U,R,CIG,H,1353:47,11.12.2025,---,0,
CF34-10E5A1G07/424760 SD(SPECIAL DETAILED INSPECTION) / 72-51-00-001-U,R,CIG,H,1353:47,11.12.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,CIH,H,1356:16,11.12.2025,---,0,
E190-56-0001/COCKPIT WINDSHIELD LH REPETITIVE INSPECTIONS,,CPI,H,1357:22,11.12.2025,---,0,
E190-56-0002/COCKPIT WINDSHIELD RH REPETITIVE INSPECTIONS,,CPI,H,1357:22,11.12.2025,---,0,
FF6000FH/24MO/FUERA DE FASE FF 6000 FH/24 MO,,CPJ,D,150,11.12.2025,---,0,
E190-54-0021/RH PYLON LOWER LONK LUGS INSPECTION(1),,FPT,H,1352:46,11.12.2025,---,0,
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION(1),,FPT,H,1352:46,11.12.2025,---,0,
FF5000FH/FUERA DE FASE 5000 FH,,CDY,H,1368:46,12.12.2025,---,0,
E190-54-0021/RH PYLON LOWER LONK LUGS INSPECTION(1),,CDY,H,1367:44,12.12.2025,---,0,
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION(1),,CDY,H,1367:44,12.12.2025,---,0,
FF12000FH/W8266353 /FUERA DE FASE 12000 FH,,CMA,H,1369:51,12.12.2025,20.07.2025,CMA28950,8266353
E190-29-0006/HYDRAULIC SYSTEM #1 AND #2 - CASE DRAIN FILTER REPLACEMENT,,CMB,H,1371:35,12.12.2025,---,0,
7517400-950/04118504 FT(FUNCTIONAL TEST) / ATC FUNCTIONAL TEST (RAAC 91.413),A,CPJ,D,151,12.12.2025,---,0,
7517400-950/1006G359 FT(FUNCTIONAL TEST) / ATC FUNCTIONAL TEST (RAAC 91.413),F,CPJ,D,151,12.12.2025,---,0,
E190-56-0002/COCKPIT WINDSHIELD RH REPETITIVE INSPECTIONS,,CEU,H,1369:13,13.12.2025,---,0,
E190-56-0001/COCKPIT WINDSHIELD LH REPETITIVE INSPECTIONS,,CEU,H,1369:13,13.12.2025,---,0,
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION(1),,CEV,H,1376:34,13.12.2025,---,0,
E190-54-0021/RH PYLON LOWER LONK LUGS INSPECTION(1),,CEV,H,1376:34,13.12.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,CHS,H,1382:58,13.12.2025,---,0,
REPLACE 15-40F-80/74268010 (PBE MASK),005,CIG,D,152,13.12.2025,---,0,
REPLACE 15-40F-80/74268016 (PBE MASK),004,CIH,D,152,13.12.2025,---,0,
COMP-71-0033/CF34-10E - SPECIAL DETAILED INSP. OF STG 2 AND 3 HPC VSV SHROUD J-HOOK,R,CPI,H,1377:36,13.12.2025,---,0,
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",R,CPI,H,1381:56,13.12.2025,---,0,
REPLACE 15-40F-80/74268011 (PBE MASK),001,CPJ,D,152,13.12.2025,---,0,
REPLACE 15-40F-80/74268013 (PBE MASK),004,FPT,D,152,13.12.2025,---,0,
FF6MO/FUERA DE FASE DE 6 MO,,GIQ,D,152,13.12.2025,---,0,
FF12MO/FUERA DE FASE 12 MO,,GIQ,D,152,13.12.2025,---,0,
IC01/INTERMEDIATE CHECK 1(1),,GIQ,H,1382:22,13.12.2025,---,0,
E190-23-0001/SELCAL CODE VERIFICATION,,GIQ,D,152,13.12.2025,---,0,
E190-71-0020/LH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,GIQ,D,152,13.12.2025,---,0,
E190-71-0021/RH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,GIQ,D,152,13.12.2025,---,0,
GNRL-38-0001/POTABLE WATER SYSTEM. INCORPORATION OF STERILIZATION CONTROL CHART,,GIQ,D,152,13.12.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM(1),,GIQ,H,1382:22,13.12.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML(1)",,GIQ,H,1382:22,13.12.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS(1),,GIQ,H,1382:22,13.12.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO(1),,GIQ,H,1382:22,13.12.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS(1),,GIQ,H,1382:22,13.12.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK(1),,GIQ,H,1382:22,13.12.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS(1),,GIQ,H,1382:22,13.12.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST (1),,GIQ,H,1382:22,13.12.2025,---,0,
REPLACE 90002317-2WT/NOV10-3120 (MAIN WHEEL TIRE ASSY),L01,CHQ,C,1'002,14.12.2025,---,0,
REPLACE 90002317-2WT/JUL10-2850 (MAIN WHEEL TIRE ASSY),L01,CIG,C,921,14.12.2025,---,0,
REPLACE 90000581-1WTA/SEP09-2968 (NOSE WHEEL TIRE ASSY),002,FPT,C,997,14.12.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,GIK,H,1381:27,14.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,CEV,D,154,15.12.2025,---,0,
REPLACE 90000581-1WTA/JUN10-3165 (NOSE WHEEL TIRE ASSY),001,CHQ,C,1'004,15.12.2025,---,0,
E190-56-0001/COCKPIT WINDSHIELD LH REPETITIVE INSPECTIONS,,CHR,H,1396:51,15.12.2025,---,0,
E190-56-0002/COCKPIT WINDSHIELD RH REPETITIVE INSPECTIONS,,CHR,H,1396:51,15.12.2025,---,0,
IC02/INTERMEDIATE CHECK 2,,CHS,H,1400:14,15.12.2025,---,0,
E190-21-0007/FORWARD AND MIDDLE AVIONICS COMPARTMENT FLOW SENSORS CLEANING,,CHS,H,1400:14,15.12.2025,---,0,
E190-36-0002/REPLACE PROGRAM OF THE HIGH-STAGE BLEED VALVE FILTERS PN 808574-6,,CHS,H,1400:14,15.12.2025,---,0,
E190-21-0009/DUAL HEAT EXCHANGERS - PERFORMANCE TEST,,CHS,H,1400:14,15.12.2025,---,0,
"GNRL-11-0005/EXTERIOR SCHEME - SECRETARIA DE TURISMO ""MARCA PAIS"" LOGO"" 2022 REPETI",,CHS,H,1400:14,15.12.2025,---,0,
E190-36-0001/REPLACEMENT PROGRAM OF THE CROSS-BLEED VALVE FILTER PN 727604-5 (OEM),,CHS,H,1400:14,15.12.2025,---,0,
E190-38-0002/VACCUM WATER WASTE DRAIN CAP INSPECTION CAMPAIGN,,CHS,H,1400:14,15.12.2025,---,0,
E190-21-0004/REPLACE PROGRAM OF THE FORWARD CARGO COMPARTMENT SHUTOFF VALVE FILTER,,CHS,H,1400:14,15.12.2025,---,0,
REPLACE 90002317-2WT/JUL10-2857 (MAIN WHEEL TIRE ASSY),R02,CHS,C,1'006,15.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,CIH,D,154,15.12.2025,---,0,
E190-05-0028/W11712761 /INSPECTIONS ON DAMAGE/REPAIRS BASED ON SDRR,,CEV,C,1'015,16.12.2025,---,0,11712761
E190-29-0006/HYDRAULIC SYSTEM #1 AND #2 - CASE DRAIN FILTER REPLACEMENT,,CHQ,H,1401:57,16.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,CMB,D,155,16.12.2025,---,0,
REPLACE 4441111-077/0857-16244 (CYLINDER OXYGEN 77 CU FT),U,CMB,D,155,16.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,CPJ,D,155,16.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,GIK,D,155,16.12.2025,---,0,
IC01/INTERMEDIATE CHECK 1(1),,CHO,H,1411:30,17.12.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO(1),,CHO,H,1411:30,17.12.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS(1),,CHO,H,1411:30,17.12.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS(1),,CHO,H,1411:30,17.12.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS(1),,CHO,H,1411:30,17.12.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML(1)",,CHO,H,1411:30,17.12.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM(1),,CHO,H,1411:30,17.12.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK(1),,CHO,H,1411:30,17.12.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST (1),,CHO,H,1411:30,17.12.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(3),,CHQ,D,156,17.12.2025,---,0,
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",L,CIF,H,1413:05,17.12.2025,---,0,
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",R,CIF,H,1413:05,17.12.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,CMA,H,1416:47,17.12.2025,---,0,
"52-43-001-1179-U (0)/W10998133 / FORWARD AVIONICS COMPARTMENT ACCESS HATCH STRUCTURE, HANDLE BOX AND VENT VALVE - EXTERN",,CMB,C,1'015,17.12.2025,14.09.2025,CMB28951,10998133
53-30-005-1024-U (0)/W10998220 / REAR FUSELAGE LOWER SKIN PANEL - EXTERNAL,,CMB,C,1'015,17.12.2025,14.09.2025,CMB28951,10998220
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,CEU,H,1418:40,18.12.2025,---,0,
FF6MO/FUERA DE FASE DE 6 MO,,CHQ,D,157,18.12.2025,---,0,
BA23094-1/47486 FC(FUNCTIONAL CHECK) / 26-25-01-002-U,U,CIH,D,157,18.12.2025,---,0,
CF34-10E5A1G07/424600 SD(SPECIAL DETAILED INSPECTION) / 72-51-00-001-U,L,CDZ,H,1423:33,19.12.2025,---,0,
CF34-10E5A1G07/424600 SD(SPECIAL DETAILED INSPECTION) / 72-40-00-001-U,L,CDZ,H,1423:33,19.12.2025,---,0,
GNRL-38-0001/POTABLE WATER SYSTEM. INCORPORATION OF STERILIZATION CONTROL CHART,,CHQ,D,158,19.12.2025,---,0,
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING(2),,GIK,D,158,19.12.2025,---,0,
"52-30-005-0001-U (0)/W10993948 / FORWARD CARGO DOOR LATCH SHAFTS, LATCH PINS ANDFITTINGS - INTERNAL",,CET,C,1'036,20.12.2025,01.02.2026,CET28956,10993948
"52-30-005-0002-U (0)/W10993760 / AFT CARGO DOOR LATCH SHAFTS, LATCH PINS AND FITTINGS -INTERNAL",,CET,C,1'036,20.12.2025,01.02.2026,CET28956,10993760
E190-24-0001/SPDA CLEANING PROGRAM(1),,CEU,H,1440:04,20.12.2025,---,0,
REPLACE 90000581-1WTA/SEP18-6722 (NOSE WHEEL TIRE ASSY),002,CIF,C,1'041,20.12.2025,---,0,
IC02/INTERMEDIATE CHECK 2,,GIK,H,1451:19,21.12.2025,---,0,
E190-36-0001/REPLACEMENT PROGRAM OF THE CROSS-BLEED VALVE FILTER PN 727604-5 (OEM),,GIK,H,1451:19,21.12.2025,---,0,
E190-38-0001/VACCUM WATER WASTE DRAIN CAP REPLACEMENT CAMPAIGN,,GIK,H,1451:19,21.12.2025,---,0,
E190-36-0002/REPLACE PROGRAM OF THE HIGH-STAGE BLEED VALVE FILTERS PN 808574-6,,GIK,H,1451:19,21.12.2025,---,0,
E190-21-0009/DUAL HEAT EXCHANGERS - PERFORMANCE TEST,,GIK,H,1451:19,21.12.2025,---,0,
E190-21-0004/REPLACE PROGRAM OF THE FORWARD CARGO COMPARTMENT SHUTOFF VALVE FILTER,,GIK,H,1451:19,21.12.2025,---,0,
E190-21-0007/FORWARD AND MIDDLE AVIONICS COMPARTMENT FLOW SENSORS CLEANING,,GIK,H,1451:19,21.12.2025,---,0,
"GNRL-11-0005/EXTERIOR SCHEME - SECRETARIA DE TURISMO ""MARCA PAIS"" LOGO"" 2022 REPETI",,GIK,H,1451:19,21.12.2025,---,0,
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",L,CDY,H,1457:48,22.12.2025,---,0,
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",R,CDY,H,1457:48,22.12.2025,---,0,
BC01/W8266775 /BASIC CHECK 1,,CDZ,H,1452:21,22.12.2025,12.04.2026,CDZ28958,8266775
E190-21-0008/W10704317 /IDENTIFICATION OF THE PACK OUTLET DUCTS OF AIR CONDITIONING,,CDZ,H,1451:29,22.12.2025,12.04.2026,CDZ28958,10704317
E190-29-0005/W10770793 /INSPECTION AND IMPROVEMENT OF THE LH/RH ENGINE DRIVEN PUMP (EDP),,CDZ,H,1451:29,22.12.2025,12.04.2026,CDZ28958,10770793
E190-21-0010/W10809664 /PASSENGER CABIN AND COCKPIT DUCT TEMPERATURE SENSOR CLEANING,,CDZ,H,1452:29,22.12.2025,12.04.2026,CDZ28958,10809664
10621741/INSPECTIONS REQUIRED IN E190 REINFORCED COCKPIT DOOR A- DO THE PROCEDURE TO MAKE THE AIRCRAFT ...,,CDZ,H,1452:21,22.12.2025,12.04.2026,CDZ28958,10621741
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",L,CET,H,1459:20,22.12.2025,---,0,
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",R,CET,H,1459:20,22.12.2025,---,0,
FF180MO/FF180MO,,CID,D,161,22.12.2025,---,0,
FF2500FH/2000FC/12MO/FUERA DE FASE 2500 FH/2000 FC/12 MO,,CIG,H,1456:01,22.12.2025,---,0,
FF2500FH/2000FC/12MO/FUERA DE FASE 2500 FH/2000 FC/12 MO,,FPT,H,1456:07,22.12.2025,---,0,
E190-54-0021/RH PYLON LOWER LONK LUGS INSPECTION(1),,CHQ,H,1471:26,23.12.2025,---,0,
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION(1),,CHQ,H,1471:26,23.12.2025,---,0,
53-10-009-0001-U (0)/W11009596 / FORWARD SERVICE DOOR CUTOUT STRUCTURE - EXTERNAL,,CMA,C,1'060,23.12.2025,20.07.2025,CMA28950,11009596
53-10-020-0001-U (0)/W11009430 / FORWARD FUSELAGE PASSENGER WINDOW CUTOUT STRUCTURE - EXTERNAL,,CMA,C,1'060,23.12.2025,20.07.2025,CMA28950,11009430
REPLACE 90002317-2WT/MAR10-2765 (MAIN WHEEL TIRE ASSY),R02,CPJ,C,1'057,23.12.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,CDY,H,1484:08,25.12.2025,---,0,
REPLACE RT-A1200/D58318783 (HALON PORTABLE EXTINGUISHER),FW2,CDY,D,164,25.12.2025,---,0,
57-50-007-0006-U (0)/W11012339 / TRUNNION FITTINGS - EXTERNAL,,CDZ,C,1'072,25.12.2025,12.04.2026,CDZ28958,11012339
57-50-007-0005-U (3)/W11012602 / TRUNNION FITTINGS - EXTERNAL,,CDZ,C,1'072,25.12.2025,12.04.2026,CDZ28958,11012602
REPLACE RT-A1200/D58293065 (HALON PORTABLE EXTINGUISHER),AF1,CET,D,164,25.12.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,CEV,H,1484:37,25.12.2025,---,0,
REPLACE 90000581-1WTA/AUG18-6670 (NOSE WHEEL TIRE ASSY),001,CHR,C,1'069,25.12.2025,---,0,
REPLACE RT-A1200/D58318784 (HALON PORTABLE EXTINGUISHER),AF2,CIF,D,164,25.12.2025,---,0,
REPLACE RT-A1200/D58318782 (HALON PORTABLE EXTINGUISHER),CRW,CPJ,D,164,25.12.2025,---,0,
REPLACE RT-A1200/D58318775 (HALON PORTABLE EXTINGUISHER),FW2,CPJ,D,164,25.12.2025,---,0,
FF6MO/FUERA DE FASE DE 6 MO,,CEU,D,165,26.12.2025,---,0,
GNRL-38-0001/POTABLE WATER SYSTEM. INCORPORATION OF STERILIZATION CONTROL CHART,,CEU,D,165,26.12.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.(1),,CET,H,1505:47,27.12.2025,---,0,
